% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
0	0.25	1	1	2	3	114	246114	113	243918	0.003	0	0.003	0.003	2158.57	280.116	81	2196	
0	0.25	1	2	1	3	115	246195	114	243999	0.003	0	0.003	0.003	2140.34	340.048	81	2196	
0.25	0.5	1	1	2	3	125	274500	125	274500	0.003	0	0.003	0.003	2196	0	2196	2196	
0.25	0.5	1	2	1	3	125	274500	125	274500	0.003	0	0.003	0.003	2196	0	2196	2196	
0.5	0.75	1	1	2	3	125	274500	125	274500	0.003	0	0.003	0.003	2196	0	2196	2196	
0.5	0.75	1	2	1	3	125	274500	125	274500	0.003	0	0.003	0.003	2196	0	2196	2196	
0.75	1	1	1	2	3	125	274500	125	274500	0.003	0	0.003	0.003	2196	0	2196	2196	
0.75	1	1	2	1	3	125	274500	125	274500	0.003	0	0.003	0.003	2196	0	2196	2196	
1	1.25	1	1	2	3	125	274500	125	274500	0.003	0	0.003	0.003	2196	0	2196	2196	
1	1.25	1	2	1	3	125	274500	125	274500	0.003	0	0.003	0.003	2196	0	2196	2196	
1.25	1.5	1	1	2	3	125	274500	125	274500	0.003	0	0.003	0.003	2196	0	2196	2196	
1.25	1.5	1	2	1	3	125	274500	125	274500	0.003	0	0.003	0.003	2196	0	2196	2196	
1.5	1.75	1	1	2	3	125	274500	125	274500	0.003	0	0.003	0.003	2196	0	2196	2196	
1.5	1.75	1	2	1	3	125	274500	125	274500	0.003	0	0.003	0.003	2196	0	2196	2196	
1.75	2	1	1	2	3	125	274500	125	274500	0.003	0	0.003	0.003	2196	0	2196	2196	
1.75	2	1	2	1	3	125	274500	125	274500	0.003	0	0.003	0.003	2196	0	2196	2196	
2	2.25	1	1	2	3	125	274500	125	274500	0.003	0	0.003	0.003	2196	0	2196	2196	
2	2.25	1	2	1	3	125	274500	125	274500	0.003	0	0.003	0.003	2196	0	2196	2196	
2.25	2.5	1	1	2	3	125	274500	125	274500	0.003	0	0.003	0.003	2196	0	2196	2196	
2.25	2.5	1	2	1	3	125	274500	125	274500	0.003	0	0.003	0.003	2196	0	2196	2196	
2.5	2.75	1	1	2	3	125	274500	125	274500	0.003	0	0.003	0.003	2196	0	2196	2196	
2.5	2.75	1	2	1	3	125	274500	125	274500	0.003	0	0.003	0.003	2196	0	2196	2196	
2.75	3	1	1	2	3	125	274500	125	274500	0.003	0	0.003	0.003	2196	0	2196	2196	
2.75	3	1	2	1	3	125	274500	125	274500	0.003	0	0.003	0.003	2196	0	2196	2196	
3	3.25	1	1	2	3	125	274500	125	274500	0.003	0	0.003	0.003	2196	0	2196	2196	
3	3.25	1	2	1	3	125	274500	125	274500	0.003	0	0.003	0.003	2196	0	2196	2196	
3.25	3.5	1	1	2	3	125	274500	125	274500	0.003	0	0.003	0.003	2196	0	2196	2196	
3.25	3.5	1	2	1	3	125	274500	125	274500	0.003	0	0.003	0.003	2196	0	2196	2196	
